scontrino_id,cliente_id,data_scontrino,valuta_id,punto_vendita_id
1972,772,2024-06-22,1,25
1973,835,2024-06-22,3,14
1974,745,2024-06-22,4,20
1975,888,2024-06-22,1,11
1976,33,2024-06-23,2,16
1977,797,2024-06-23,4,21
1978,495,2024-06-23,1,2
1979,671,2024-06-23,1,3
1980,108,2024-06-23,3,28
1981,395,2024-06-23,5,22
1982,802,2024-06-23,3,15
1983,704,2024-06-23,4,29
1984,727,2024-06-23,4,29
1985,272,2024-06-23,1,10
1986,702,2024-06-23,5,26
1987,817,2024-06-23,2,18
1988,442,2024-06-23,4,29
1989,548,2024-06-23,4,21
1990,943,2024-06-23,1,2
1991,281,2024-06-23,1,10
1992,308,2024-06-23,1,3
1993,528,2024-06-23,1,5
1994,537,2024-06-24,1,4
1995,59,2024-06-24,4,21
1996,158,2024-06-24,2,16
1997,189,2024-06-24,2,16
1998,945,2024-06-24,1,11
1999,744,2024-06-24,3,13
2000,14,2024-06-24,5,24
2001,6,2024-06-24,1,7
2002,647,2024-06-25,3,15
2003,695,2024-06-25,5,22
2004,952,2024-06-25,1,10
2005,409,2024-06-25,2,16
2006,740,2024-06-25,1,7
2007,642,2024-06-25,1,9
2008,167,2024-06-25,1,9
2009,374,2024-06-25,4,29
2010,2,2024-06-25,5,23
2011,316,2024-06-25,1,1
2012,471,2024-06-25,1,25
2013,675,2024-06-25,1,12
2014,955,2024-06-26,1,6
2015,16,2024-06-26,1,9
2016,385,2024-06-26,3,14
2017,908,2024-06-26,1,10
2018,736,2024-06-26,2,16
2019,646,2024-06-26,1,9
2020,826,2024-06-26,1,12
2021,767,2024-06-26,3,28
2022,271,2024-06-26,4,21
2023,997,2024-06-26,1,27
2024,131,2024-06-27,1,11
2025,84,2024-06-27,1,5
2026,130,2024-06-27,5,22
2027,995,2024-06-27,4,19
2028,426,2024-06-27,1,2
2029,86,2024-06-27,1,1
2030,420,2024-06-27,5,26
2031,490,2024-06-27,5,26
2032,915,2024-06-27,4,20
2033,544,2024-06-27,4,19
2034,676,2024-06-27,4,29
2035,834,2024-06-27,2,18
2036,663,2024-06-28,1,4
2037,725,2024-06-28,5,24
2038,782,2024-06-28,3,13
2039,220,2024-06-28,5,23
2040,640,2024-06-28,3,15
2041,5,2024-06-28,1,5
2042,873,2024-06-28,1,2
2043,301,2024-06-28,3,15
2044,134,2024-06-29,5,24
2045,436,2024-06-29,2,16
2046,471,2024-06-29,1,12
2047,871,2024-06-29,3,28
2048,964,2024-06-29,4,21
2049,332,2024-06-29,3,28
2050,476,2024-06-29,3,13
2051,524,2024-06-29,1,11
2052,721,2024-06-29,2,17
2053,629,2024-06-29,4,29
2054,588,2024-06-29,1,25
2055,1000,2024-06-29,2,18
2056,173,2024-06-30,4,29
2057,698,2024-06-30,1,4
2058,782,2024-06-30,5,23
2059,841,2024-06-30,2,18
2060,593,2024-06-30,3,28
2061,530,2024-06-30,1,2
2062,183,2024-06-30,2,18
2063,950,2024-06-30,1,30
2064,841,2024-06-30,1,25
2065,717,2024-06-30,5,22
2066,514,2024-06-30,4,29
2067,876,2024-07-01,1,12
2068,592,2024-07-01,4,20
2069,641,2024-07-01,3,14
2070,669,2024-07-01,4,21
2071,107,2024-07-01,4,20
2072,20,2024-07-01,5,24
2073,466,2024-07-01,5,22
2074,389,2024-07-01,4,29
2075,861,2024-07-01,1,3
2076,658,2024-07-01,2,16
2077,11,2024-07-01,4,29
2078,206,2024-07-02,4,20
2079,192,2024-07-02,1,27
2080,633,2024-07-02,1,9
2081,721,2024-07-02,5,23
2082,761,2024-07-02,1,9
2083,74,2024-07-02,4,29
2084,303,2024-07-02,1,2
2085,338,2024-07-02,1,8
2086,521,2024-07-03,4,29
2087,404,2024-07-03,2,16
2088,944,2024-07-03,2,16
2089,548,2024-07-03,5,24
2090,205,2024-07-03,1,6
2091,246,2024-07-03,2,17
2092,36,2024-07-03,1,3
2093,152,2024-07-03,1,11
2094,21,2024-07-03,4,21
2095,792,2024-07-04,1,2
2096,713,2024-07-04,1,4
2097,470,2024-07-04,5,24
2098,514,2024-07-04,1,1
2099,366,2024-07-04,5,24
2100,497,2024-07-04,5,22
2101,973,2024-07-04,1,6
2102,50,2024-07-04,1,27
2103,186,2024-07-05,1,9
2104,751,2024-07-05,1,1
2105,582,2024-07-05,5,26
2106,752,2024-07-05,4,19
2107,325,2024-07-05,1,25
2108,831,2024-07-05,1,27
2109,249,2024-07-05,3,15
2110,458,2024-07-05,4,20
2111,539,2024-07-05,1,11
2112,803,2024-07-05,2,17
2113,307,2024-07-06,1,12
2114,638,2024-07-06,4,21
2115,163,2024-07-06,4,20
2116,677,2024-07-06,5,22
2117,122,2024-07-06,1,6
2118,733,2024-07-06,3,14
2119,367,2024-07-06,1,11
2120,13,2024-07-06,5,26
2121,259,2024-07-06,1,12
2122,366,2024-07-07,5,22
2123,456,2024-07-07,1,27
2124,532,2024-07-07,1,27
2125,489,2024-07-07,5,22
2126,172,2024-07-07,4,29
2127,423,2024-07-07,3,14
2128,368,2024-07-07,1,30
2129,119,2024-07-07,1,2
2130,147,2024-07-08,3,14
2131,221,2024-07-08,4,29
2132,828,2024-07-08,1,8
2133,922,2024-07-08,1,5
2134,664,2024-07-08,1,8
2135,205,2024-07-08,2,17
2136,18,2024-07-08,2,17
2137,323,2024-07-09,2,17
2138,78,2024-07-09,1,9
2139,688,2024-07-09,1,7
2140,484,2024-07-09,1,5
2141,406,2024-07-09,1,12
2142,43,2024-07-09,1,2
2143,864,2024-07-09,1,2
2144,167,2024-07-09,5,24
2145,19,2024-07-09,1,10
2146,340,2024-07-10,4,21
2147,712,2024-07-10,4,19
2148,391,2024-07-10,5,23
2149,105,2024-07-10,1,11
2150,847,2024-07-10,5,23
2151,117,2024-07-10,4,20
2152,82,2024-07-10,1,1
2153,793,2024-07-10,1,6
2154,846,2024-07-10,1,11
2155,96,2024-07-11,1,25
2156,148,2024-07-11,3,13
2157,590,2024-07-11,5,22
2158,446,2024-07-11,1,27
2159,668,2024-07-11,1,4
2160,905,2024-07-11,2,18
2161,176,2024-07-11,2,17
2162,903,2024-07-11,1,2
2163,925,2024-07-11,5,26
2164,157,2024-07-11,3,13
2165,376,2024-07-12,5,26
2166,992,2024-07-12,1,7
2167,714,2024-07-12,3,14
2168,961,2024-07-12,4,20
2169,783,2024-07-12,1,25
2170,300,2024-07-12,1,11
2171,518,2024-07-12,5,24
2172,319,2024-07-12,5,26
2173,949,2024-07-13,1,10
2174,365,2024-07-13,1,1
2175,182,2024-07-13,1,9
2176,899,2024-07-13,1,3
2177,655,2024-07-13,3,28
2178,187,2024-07-13,3,14
2179,916,2024-07-13,5,22
2180,849,2024-07-13,4,19
2181,569,2024-07-13,1,4
2182,809,2024-07-13,4,19
2183,592,2024-07-13,5,22
2184,23,2024-07-14,3,28
2185,772,2024-07-14,5,24
2186,492,2024-07-14,1,10
2187,305,2024-07-14,1,12
2188,379,2024-07-14,1,1
2189,527,2024-07-14,4,29
2190,286,2024-07-14,1,9
2191,235,2024-07-14,1,12
2192,414,2024-07-14,4,29
2193,393,2024-07-14,1,2
2194,321,2024-07-15,1,25
2195,361,2024-07-15,4,19
2196,283,2024-07-15,1,2
2197,279,2024-07-15,4,21
2198,265,2024-07-15,1,2
2199,641,2024-07-15,2,17
2200,196,2024-07-15,4,20
2201,549,2024-07-15,4,19
2202,837,2024-07-15,5,26
2203,493,2024-07-15,1,30
2204,433,2024-07-15,1,2
2205,630,2024-07-16,4,20
2206,689,2024-07-16,1,4
2207,303,2024-07-16,1,8
2208,622,2024-07-16,1,5
2209,542,2024-07-16,5,26
2210,63,2024-07-16,4,21
2211,263,2024-07-16,1,9
2212,764,2024-07-16,1,2
2213,830,2024-07-16,1,11
2214,124,2024-07-17,3,28
2215,896,2024-07-17,3,15
2216,529,2024-07-17,5,24
2217,280,2024-07-17,1,11
2218,992,2024-07-17,1,27
2219,26,2024-07-17,1,10
2220,31,2024-07-17,1,11
2221,396,2024-07-17,5,22
2222,243,2024-07-18,1,9
2223,163,2024-07-18,1,9
2224,133,2024-07-18,1,2
2225,79,2024-07-18,2,16
2226,795,2024-07-18,1,30
2227,192,2024-07-18,4,21
2228,563,2024-07-18,1,1
2229,926,2024-07-18,4,19
2230,203,2024-07-18,5,22
2231,532,2024-07-18,5,24
2232,744,2024-07-18,1,11
2233,8,2024-07-18,2,16
2234,165,2024-07-19,1,2
2235,655,2024-07-19,1,25
2236,257,2024-07-19,4,20
2237,164,2024-07-19,5,26
2238,33,2024-07-19,5,23
2239,69,2024-07-19,4,19
2240,607,2024-07-19,3,14
2241,568,2024-07-19,1,25
2242,958,2024-07-20,1,4
2243,845,2024-07-20,2,18
2244,853,2024-07-20,1,1
2245,711,2024-07-20,1,4
2246,35,2024-07-20,3,13
2247,951,2024-07-20,1,4
2248,913,2024-07-20,3,15
2249,578,2024-07-20,1,27
2250,613,2024-07-21,1,10
2251,224,2024-07-21,4,29
2252,968,2024-07-21,5,26
2253,352,2024-07-21,5,23
2254,512,2024-07-21,5,24
2255,225,2024-07-21,1,5
2256,503,2024-07-21,1,25
2257,573,2024-07-21,1,30
2258,807,2024-07-21,1,2
2259,641,2024-07-21,4,29
2260,196,2024-07-21,4,29
2261,740,2024-07-21,5,24
2262,667,2024-07-22,1,5
2263,528,2024-07-22,1,1
2264,921,2024-07-22,1,4
2265,199,2024-07-22,1,6
2266,256,2024-07-22,5,22
2267,16,2024-07-22,5,26
2268,439,2024-07-22,4,20
2269,200,2024-07-22,3,28
2270,649,2024-07-23,3,15
2271,803,2024-07-23,1,1
2272,265,2024-07-23,1,25
2273,651,2024-07-23,1,7
2274,807,2024-07-23,1,7
2275,294,2024-07-23,3,14
2276,947,2024-07-23,4,19
2277,257,2024-07-23,1,10
2278,234,2024-07-23,5,26
2279,918,2024-07-24,5,26
2280,993,2024-07-24,1,8
2281,13,2024-07-24,1,30
2282,420,2024-07-24,1,7
2283,271,2024-07-24,4,20
2284,359,2024-07-24,4,19
2285,145,2024-07-24,4,29
2286,936,2024-07-24,1,4
2287,264,2024-07-25,1,1
2288,640,2024-07-25,1,9
2289,49,2024-07-25,1,8
2290,160,2024-07-25,2,16
2291,219,2024-07-25,2,17
2292,369,2024-07-25,1,25
2293,94,2024-07-25,5,24
2294,697,2024-07-25,1,4
2295,276,2024-07-25,2,18
2296,249,2024-07-25,1,10
2297,370,2024-07-25,1,30
2298,307,2024-07-25,1,25
2299,258,2024-07-25,5,24
2300,620,2024-07-26,3,28
2301,239,2024-07-26,1,1
2302,123,2024-07-26,1,6
2303,425,2024-07-26,1,2
2304,70,2024-07-26,1,11
2305,769,2024-07-26,1,11
2306,752,2024-07-26,1,2
2307,625,2024-07-26,1,2
2308,884,2024-07-26,3,15
2309,269,2024-07-26,1,10
2310,331,2024-07-27,1,27
2311,351,2024-07-27,1,8
2312,492,2024-07-27,2,18
2313,897,2024-07-27,4,19
2314,748,2024-07-27,4,19
2315,971,2024-07-27,1,7
2316,413,2024-07-27,1,4
2317,288,2024-07-27,1,30
2318,457,2024-07-27,5,26
2319,115,2024-07-27,5,22
2320,525,2024-07-28,1,9
2321,281,2024-07-28,1,12
2322,807,2024-07-28,4,20
2323,948,2024-07-28,1,4
2324,678,2024-07-28,2,18
2325,240,2024-07-28,1,9
2326,493,2024-07-28,1,1
2327,931,2024-07-28,1,3
2328,379,2024-07-28,4,19
2329,161,2024-07-28,4,20
2330,938,2024-07-28,3,14
2331,694,2024-07-28,1,25
2332,936,2024-07-28,1,9
2333,243,2024-07-28,3,28
2334,468,2024-07-29,5,22
2335,973,2024-07-29,5,23
2336,67,2024-07-29,1,2
2337,650,2024-07-29,4,29
2338,17,2024-07-29,1,25
2339,935,2024-07-29,4,19
2340,119,2024-07-29,1,5
2341,801,2024-07-29,1,9
2342,724,2024-07-29,1,27
2343,397,2024-07-29,5,22
2344,979,2024-07-30,1,25
2345,27,2024-07-30,1,25
2346,993,2024-07-30,4,19
2347,138,2024-07-30,4,21
2348,789,2024-07-30,2,17
2349,608,2024-07-30,4,29
2350,58,2024-07-30,1,6
2351,502,2024-07-30,2,18
2352,685,2024-07-30,4,19
2353,908,2024-07-31,3,28
2354,477,2024-07-31,1,2
2355,532,2024-07-31,1,30
2356,398,2024-07-31,2,18
2357,296,2024-07-31,1,11
2358,93,2024-07-31,4,20
2359,384,2024-07-31,3,15
2360,831,2024-07-31,4,19
2361,971,2024-08-01,5,22
2362,690,2024-08-01,1,8
2363,924,2024-08-01,1,7
2364,52,2024-08-01,4,21
2365,896,2024-08-01,1,3
2366,711,2024-08-01,2,18
2367,317,2024-08-01,3,15
2368,934,2024-08-01,1,10
2369,110,2024-08-01,1,4
2370,520,2024-08-01,5,23
2371,92,2024-08-01,3,13
2372,380,2024-08-01,1,11
2373,629,2024-08-02,4,29
2374,805,2024-08-02,4,29
2375,958,2024-08-02,3,15
2376,472,2024-08-02,4,19
2377,650,2024-08-02,1,27
2378,447,2024-08-02,1,12
2379,41,2024-08-02,1,11
2380,947,2024-08-02,3,14
2381,271,2024-08-02,4,21
2382,481,2024-08-02,5,23
2383,937,2024-08-02,3,14
2384,575,2024-08-02,5,24
2385,216,2024-08-02,1,30
2386,938,2024-08-03,1,1
2387,853,2024-08-03,4,29
2388,299,2024-08-03,4,20
2389,474,2024-08-03,1,11
2390,265,2024-08-03,4,19
2391,514,2024-08-03,1,6
2392,205,2024-08-03,4,19
2393,525,2024-08-03,1,7
2394,25,2024-08-03,1,4
2395,767,2024-08-03,4,19
2396,150,2024-08-03,5,24
2397,352,2024-08-04,5,22
2398,967,2024-08-04,1,3
2399,728,2024-08-04,5,26
2400,308,2024-08-04,1,2
2401,136,2024-08-04,1,3
2402,841,2024-08-04,1,2
2403,162,2024-08-04,1,6
2404,554,2024-08-04,1,11
2405,4,2024-08-04,1,27
2406,764,2024-08-05,1,10
2407,589,2024-08-05,1,9
2408,394,2024-08-05,1,25
2409,135,2024-08-05,4,19
2410,526,2024-08-05,1,9
2411,214,2024-08-05,1,3
2412,623,2024-08-05,2,16
2413,4,2024-08-05,5,23
2414,349,2024-08-05,5,23
2415,909,2024-08-05,4,29
2416,470,2024-08-05,2,17
2417,696,2024-08-05,1,10
2418,464,2024-08-06,1,8
2419,561,2024-08-06,1,8
2420,423,2024-08-06,4,29
2421,72,2024-08-06,5,24
2422,71,2024-08-06,2,17
2423,166,2024-08-06,4,20
2424,617,2024-08-06,1,8
2425,935,2024-08-06,4,29
2426,721,2024-08-06,1,4
2427,627,2024-08-06,5,26
2428,464,2024-08-06,4,21
2429,879,2024-08-07,5,26
2430,344,2024-08-07,1,6
2431,8,2024-08-07,5,24
2432,799,2024-08-07,2,18
2433,182,2024-08-07,1,9
2434,891,2024-08-07,3,15
2435,868,2024-08-07,1,7
2436,499,2024-08-07,1,30
2437,435,2024-08-08,1,6
2438,526,2024-08-08,4,19
2439,34,2024-08-08,1,11
2440,62,2024-08-08,1,30
2441,45,2024-08-08,2,16
2442,835,2024-08-08,1,3
2443,677,2024-08-08,1,25
2444,398,2024-08-09,4,20
2445,509,2024-08-09,1,25
2446,371,2024-08-09,4,21
2447,641,2024-08-09,5,24
2448,828,2024-08-09,5,24
2449,716,2024-08-09,4,29
2450,481,2024-08-09,4,20
2451,146,2024-08-09,1,10
2452,964,2024-08-09,1,11
2453,97,2024-08-09,2,18
2454,393,2024-08-09,4,29
2455,16,2024-08-10,3,15
2456,950,2024-08-10,1,11
2457,801,2024-08-10,1,2
2458,478,2024-08-10,1,1
2459,190,2024-08-10,4,21
2460,798,2024-08-10,1,4
2461,94,2024-08-10,1,4
2462,704,2024-08-10,3,15
2463,39,2024-08-10,1,27
2464,742,2024-08-11,2,17
2465,438,2024-08-11,3,14
2466,213,2024-08-11,3,15
2467,759,2024-08-11,3,14
2468,912,2024-08-11,2,17
2469,50,2024-08-11,1,30
2470,588,2024-08-11,5,24
2471,514,2024-08-11,4,19
2472,501,2024-08-11,5,22
2473,86,2024-08-11,1,10
2474,6,2024-08-11,1,25
2475,521,2024-08-12,4,21
2476,339,2024-08-12,1,27
2477,731,2024-08-12,1,8
2478,461,2024-08-12,3,15
2479,647,2024-08-12,1,1
2480,225,2024-08-12,1,27
2481,770,2024-08-12,3,14
2482,221,2024-08-12,1,27
2483,145,2024-08-13,1,12
2484,724,2024-08-13,2,18
2485,56,2024-08-13,3,28
2486,986,2024-08-13,1,5
2487,132,2024-08-13,2,16
2488,968,2024-08-13,5,26
2489,545,2024-08-13,3,13
2490,314,2024-08-13,1,2
2491,222,2024-08-14,1,8
2492,25,2024-08-14,1,11
2493,189,2024-08-14,4,29
2494,692,2024-08-14,2,17
2495,291,2024-08-14,1,11
2496,294,2024-08-14,1,8
2497,249,2024-08-14,1,12
2498,630,2024-08-14,3,13
2499,575,2024-08-14,1,25
2500,98,2024-08-15,1,27
2501,706,2024-08-15,1,10
2502,665,2024-08-15,4,21
2503,94,2024-08-15,1,8
2504,1,2024-08-15,4,21
2505,499,2024-08-15,3,15
2506,596,2024-08-15,1,2
2507,315,2024-08-15,3,13
2508,14,2024-08-15,5,22
2509,753,2024-08-15,4,29
2510,24,2024-08-15,3,15
2511,519,2024-08-16,4,21
2512,824,2024-08-16,2,16
2513,112,2024-08-16,1,6
2514,424,2024-08-16,5,22
2515,324,2024-08-16,1,11
2516,834,2024-08-16,3,15
2517,697,2024-08-16,1,1
2518,215,2024-08-16,3,15
2519,514,2024-08-17,1,8
2520,400,2024-08-17,5,22
2521,17,2024-08-17,1,5
2522,505,2024-08-17,4,29
2523,515,2024-08-17,4,21
2524,539,2024-08-17,1,11
2525,788,2024-08-17,4,20
2526,215,2024-08-17,2,18
2527,262,2024-08-17,1,12
2528,339,2024-08-17,1,25
2529,778,2024-08-17,1,9
2530,479,2024-08-17,1,10
2531,88,2024-08-18,1,7
2532,18,2024-08-18,2,18
2533,973,2024-08-18,3,14
2534,973,2024-08-18,3,15
2535,483,2024-08-18,1,2
2536,748,2024-08-18,1,5
2537,873,2024-08-18,4,29
2538,549,2024-08-18,1,7
2539,347,2024-08-18,1,9
2540,613,2024-08-18,2,18
2541,189,2024-08-18,2,17
2542,514,2024-08-18,4,29
2543,690,2024-08-18,1,5
2544,75,2024-08-18,5,26
2545,854,2024-08-19,1,4
2546,764,2024-08-19,4,29
2547,542,2024-08-19,5,22
2548,712,2024-08-19,5,26
2549,540,2024-08-19,5,22
2550,473,2024-08-19,5,24
2551,110,2024-08-19,2,18
2552,823,2024-08-19,2,18
2553,220,2024-08-19,1,5
2554,255,2024-08-19,1,27
2555,954,2024-08-20,1,11
2556,736,2024-08-20,1,6
2557,875,2024-08-20,1,3
2558,299,2024-08-20,2,17
2559,695,2024-08-20,1,10
2560,81,2024-08-20,4,21
2561,467,2024-08-20,1,12
2562,911,2024-08-20,5,23
2563,900,2024-08-20,1,25
2564,754,2024-08-21,1,8
2565,742,2024-08-21,4,20
2566,690,2024-08-21,1,4
2567,620,2024-08-21,1,27
2568,320,2024-08-21,1,8
2569,286,2024-08-21,3,13
2570,174,2024-08-21,1,11
2571,918,2024-08-21,3,15
2572,94,2024-08-22,1,11
2573,332,2024-08-22,1,1
2574,33,2024-08-22,1,2
2575,871,2024-08-22,4,19
2576,824,2024-08-22,1,10
2577,312,2024-08-22,1,6
2578,79,2024-08-22,1,8
2579,282,2024-08-22,1,4
2580,26,2024-08-22,1,5
2581,117,2024-08-22,3,13
2582,793,2024-08-23,5,24
2583,666,2024-08-23,4,29
2584,333,2024-08-23,1,25
2585,193,2024-08-23,5,23
2586,475,2024-08-23,2,18
2587,136,2024-08-23,4,19
2588,83,2024-08-23,2,16
2589,203,2024-08-23,4,19
2590,318,2024-08-23,5,24
2591,687,2024-08-23,4,29
2592,318,2024-08-23,3,15
2593,13,2024-08-24,1,6
2594,822,2024-08-24,3,28
2595,834,2024-08-24,2,16
2596,114,2024-08-24,1,9
2597,780,2024-08-24,1,6
2598,459,2024-08-24,1,3
2599,908,2024-08-24,1,2
2600,463,2024-08-24,1,9
2601,602,2024-08-24,4,20
2602,969,2024-08-24,5,26
2603,276,2024-08-24,3,14
2604,733,2024-08-25,1,8
2605,389,2024-08-25,1,8
2606,698,2024-08-25,3,14
2607,773,2024-08-25,1,3
2608,96,2024-08-25,3,13
2609,385,2024-08-25,3,15
2610,240,2024-08-25,1,25
2611,933,2024-08-25,4,21
2612,200,2024-08-25,5,24
2613,203,2024-08-25,5,24
2614,90,2024-08-25,3,13
2615,799,2024-08-25,4,29
2616,821,2024-08-26,1,27
2617,572,2024-08-26,1,8
2618,806,2024-08-26,1,6
2619,652,2024-08-26,4,29
2620,282,2024-08-26,4,29
2621,383,2024-08-26,5,24
2622,187,2024-08-26,1,6
2623,731,2024-08-26,1,1
2624,793,2024-08-26,5,22
2625,541,2024-08-26,4,20
2626,494,2024-08-27,3,15
2627,137,2024-08-27,1,2
2628,240,2024-08-27,1,3
2629,750,2024-08-27,1,1
2630,360,2024-08-27,5,23
2631,657,2024-08-27,1,4
2632,78,2024-08-27,1,1
2633,69,2024-08-27,1,10
2634,825,2024-08-27,1,1
2635,741,2024-08-27,4,29
2636,272,2024-08-28,1,8
2637,452,2024-08-28,1,25
2638,599,2024-08-28,1,12
2639,802,2024-08-28,1,9
2640,846,2024-08-28,1,7
2641,942,2024-08-28,3,13
2642,647,2024-08-28,1,2
2643,635,2024-08-28,1,25
2644,71,2024-08-28,1,27
2645,86,2024-08-28,1,2
2646,172,2024-08-28,1,30
2647,295,2024-08-29,5,23
2648,942,2024-08-29,2,16
2649,312,2024-08-29,2,17
2650,122,2024-08-29,4,20
2651,180,2024-08-29,5,24
2652,237,2024-08-29,1,27
2653,257,2024-08-29,1,10
2654,790,2024-08-29,3,28
2655,116,2024-08-29,1,8
2656,222,2024-08-29,4,29
2657,400,2024-08-29,3,28
2658,958,2024-08-30,5,22
2659,40,2024-08-30,4,21
2660,637,2024-08-30,4,21
2661,305,2024-08-30,1,11
2662,651,2024-08-30,5,26
2663,421,2024-08-30,2,16
2664,575,2024-08-30,1,9
2665,317,2024-08-30,3,15
2666,628,2024-08-31,5,26
2667,666,2024-08-31,2,16
2668,262,2024-08-31,1,10
2669,878,2024-08-31,5,22
2670,19,2024-08-31,3,14
2671,736,2024-08-31,1,3
2672,65,2024-08-31,1,30
2673,214,2024-08-31,2,17
2674,110,2024-08-31,4,19
2675,903,2024-09-01,4,29
2676,883,2024-09-01,1,11
2677,744,2024-09-01,4,20
2678,983,2024-09-01,3,28
2679,186,2024-09-01,1,3
2680,778,2024-09-01,1,9
2681,841,2024-09-01,1,5
2682,987,2024-09-01,5,24
2683,200,2024-09-01,4,29
2684,884,2024-09-01,3,13
2685,830,2024-09-02,1,1
2686,873,2024-09-02,4,19
2687,913,2024-09-02,4,29
2688,744,2024-09-02,1,9
2689,662,2024-09-02,5,23
2690,190,2024-09-02,1,7
2691,217,2024-09-02,1,11
2692,839,2024-09-02,4,29
2693,834,2024-09-02,3,14
2694,831,2024-09-02,1,10
2695,472,2024-09-02,1,27
2696,89,2024-09-02,3,14
2697,627,2024-09-02,4,20
2698,1000,2024-09-03,5,22
2699,840,2024-09-03,4,21
2700,683,2024-09-03,4,19
2701,980,2024-09-03,2,16
2702,823,2024-09-03,5,23
2703,955,2024-09-03,1,5
2704,1000,2024-09-03,1,9
2705,541,2024-09-03,2,17
2706,621,2024-09-04,3,14
2707,404,2024-09-04,3,15
2708,271,2024-09-04,1,25
2709,978,2024-09-04,2,18
2710,113,2024-09-04,4,29
2711,248,2024-09-04,2,18
2712,476,2024-09-04,1,5
2713,743,2024-09-04,1,5
2714,487,2024-09-04,1,9
2715,839,2024-09-04,5,22
2716,515,2024-09-04,1,2
2717,320,2024-09-05,5,23
2718,775,2024-09-05,1,10
2719,59,2024-09-05,3,15
2720,35,2024-09-05,1,25
2721,599,2024-09-05,2,17
2722,535,2024-09-05,1,3
2723,428,2024-09-05,1,4
2724,549,2024-09-05,1,9
2725,532,2024-09-05,1,11
2726,925,2024-09-06,5,22
2727,277,2024-09-06,2,16
2728,1000,2024-09-06,4,29
2729,224,2024-09-06,3,28
2730,353,2024-09-06,5,24
2731,175,2024-09-06,1,10
2732,207,2024-09-06,1,30
2733,757,2024-09-06,1,25
2734,272,2024-09-06,1,4
2735,120,2024-09-06,1,8
2736,471,2024-09-06,4,29
2737,137,2024-09-06,4,21
2738,892,2024-09-06,1,2
2739,76,2024-09-07,1,1
2740,535,2024-09-07,3,15
2741,973,2024-09-07,1,10
2742,73,2024-09-07,2,16
2743,31,2024-09-07,1,4
2744,161,2024-09-07,1,27
2745,371,2024-09-07,1,5
2746,430,2024-09-07,1,9
2747,269,2024-09-07,4,19
2748,551,2024-09-07,1,7
2749,95,2024-09-07,4,29
2750,869,2024-09-08,5,23
2751,993,2024-09-08,3,13
2752,41,2024-09-08,4,29
2753,288,2024-09-08,2,16
2754,921,2024-09-08,1,3
2755,49,2024-09-08,2,17
2756,456,2024-09-08,1,9
2757,84,2024-09-08,1,7
2758,745,2024-09-08,4,20
2759,368,2024-09-08,3,14
2760,421,2024-09-08,5,23
2761,87,2024-09-09,1,5
2762,219,2024-09-09,4,19
2763,346,2024-09-09,4,20
2764,605,2024-09-09,4,19
2765,844,2024-09-09,3,15
2766,968,2024-09-09,1,4
2767,8,2024-09-09,1,2
2768,916,2024-09-09,2,18
2769,681,2024-09-09,3,28
2770,891,2024-09-09,2,16
2771,279,2024-09-09,3,14
2772,619,2024-09-10,1,9
2773,947,2024-09-10,1,10
2774,328,2024-09-10,4,21
2775,736,2024-09-10,1,2
2776,655,2024-09-10,1,30
2777,17,2024-09-10,1,30
2778,125,2024-09-10,3,15
2779,380,2024-09-10,2,16
2780,997,2024-09-11,5,24
2781,394,2024-09-11,2,16
2782,233,2024-09-11,5,22
2783,108,2024-09-11,4,29
2784,222,2024-09-11,1,27
2785,462,2024-09-11,1,1
2786,284,2024-09-11,4,20
2787,440,2024-09-11,3,15
2788,517,2024-09-11,1,11
2789,111,2024-09-11,1,10
2790,980,2024-09-11,1,10
2791,778,2024-09-11,1,25
2792,812,2024-09-11,3,14
2793,472,2024-09-11,5,24
2794,713,2024-09-12,1,3
2795,123,2024-09-12,2,16
2796,582,2024-09-12,1,6
2797,995,2024-09-12,4,29
2798,316,2024-09-12,1,4
2799,182,2024-09-12,1,12
2800,929,2024-09-12,4,20
2801,481,2024-09-12,1,30
2802,337,2024-09-12,4,29
2803,766,2024-09-12,4,21
2804,62,2024-09-12,1,30
2805,74,2024-09-12,5,24
2806,574,2024-09-13,4,29
2807,273,2024-09-13,2,16
2808,437,2024-09-13,2,18
2809,681,2024-09-13,5,26
2810,71,2024-09-13,2,18
2811,607,2024-09-13,1,12
2812,905,2024-09-13,1,4
2813,725,2024-09-13,5,24
2814,154,2024-09-13,3,14
2815,580,2024-09-13,4,21
2816,939,2024-09-13,5,22
2817,771,2024-09-13,3,28
2818,509,2024-09-14,2,16
2819,16,2024-09-14,1,5
2820,56,2024-09-14,1,6
2821,453,2024-09-14,5,26
2822,545,2024-09-14,1,6
2823,202,2024-09-14,5,22
2824,455,2024-09-14,4,19
2825,38,2024-09-14,1,11
2826,183,2024-09-14,1,25
2827,519,2024-09-14,3,14
2828,60,2024-09-14,1,6
2829,257,2024-09-15,4,20
2830,829,2024-09-15,1,27
2831,617,2024-09-15,1,8
2832,97,2024-09-15,5,26
2833,104,2024-09-15,1,30
2834,23,2024-09-15,3,13
2835,113,2024-09-15,1,8
2836,136,2024-09-15,4,29
2837,125,2024-09-15,3,15
2838,952,2024-09-15,1,3
2839,390,2024-09-15,3,15
2840,216,2024-09-16,2,17
2841,392,2024-09-16,1,9
2842,206,2024-09-16,5,22
2843,888,2024-09-16,5,23
