scontrino_id,numero_riga,prodotto_id,quantita,prezzo_unitario_locale
2358,1,53,1,7094.57
2358,2,14,1,6598.48
2358,3,5,1,1515.38
2359,1,72,1,551.74
2359,2,48,1,516.42
2360,1,89,2,1666.48
2360,2,42,1,4396.68
2361,1,85,1,37302.57
2362,1,74,1,214.49
2363,1,40,1,230.09
2364,1,25,2,1665.43
2364,2,11,1,1401.68
2364,3,89,1,1575.04
2365,1,93,1,721.09
2366,1,81,1,192.6
2366,2,40,1,265.99
2366,3,94,1,449.47
2367,1,12,2,770.05
2367,2,10,1,145.37
2368,1,10,1,166.13
2368,2,32,1,231.47
2369,1,20,1,291.39
2369,2,30,1,604.72
2370,1,17,1,25766.54
2370,2,8,1,41910.93
2370,3,67,1,46615.11
2371,1,14,1,735.15
2371,2,46,1,692.68
2372,1,5,1,161.72
2373,1,94,1,3382.68
2373,2,75,2,1711.19
2374,1,64,1,3995.09
2374,2,17,2,1241.72
2374,3,63,1,7764.49
2375,1,60,1,760.66
2376,1,4,1,6101.51
2376,2,84,1,1124.35
2376,3,25,1,1488.38
2377,1,6,1,593.06
2377,2,97,1,167.04
2378,1,29,1,270.8
2378,2,35,1,1157.7
2378,3,41,1,166.38
2379,1,33,1,608.7
2380,1,51,2,387.14
2380,2,49,1,450.19
2380,3,65,2,729.3
2381,1,81,1,1286.38
2382,1,37,1,80054.87
2383,1,73,1,428.39
2383,2,79,1,764.77
2384,1,38,2,124451.43
2384,2,83,1,37062.81
2384,3,99,1,96339.15
2385,1,81,1,186.36
2385,2,82,2,1081.98
2385,3,80,2,752.57
2386,1,92,1,1201.82
2387,1,11,2,1428.44
2388,1,79,1,6925.78
2388,2,51,1,3021.82
2388,3,1,1,7453.44
2389,1,97,2,157.88
2389,2,46,1,886.07
2390,1,99,1,4497.46
2391,1,17,1,137.84
2392,1,28,1,6565.43
2392,2,94,1,3179.1
2392,3,47,1,3776.9
2393,1,30,1,644.89
2393,2,10,1,149.86
2394,1,52,1,612.45
2395,1,54,1,4136.03
2395,2,22,1,4195.91
2395,3,66,1,5768.5
2396,1,60,1,144671.7
2397,1,30,1,99964.17
2397,2,49,1,92087.92
2397,3,68,1,114456.77
2398,1,37,1,474.78
2398,2,44,1,259.58
2398,3,66,2,816.53
2399,1,5,1,29452.19
2400,1,86,2,217.64
2401,1,15,1,230.27
2402,1,62,1,137.81
2402,2,59,1,614.06
2402,3,70,1,191.45
2403,1,27,1,664.5
2403,2,57,1,203.45
2404,1,35,1,1155.39
2404,2,57,1,200.61
2404,3,52,1,651.76
2405,1,74,1,241.32
2405,2,39,1,158.24
2406,1,12,1,841.2
2406,2,35,1,1005.63
2406,3,78,1,206.41
2407,1,44,1,246.36
2408,1,49,1,546.9
2409,1,50,2,6222.97
2409,2,96,1,1630.86
2410,1,29,1,246.19
2410,2,14,1,877.68
2411,1,94,2,374.58
2411,2,88,1,187.48
2412,1,9,1,242.82
2412,2,52,1,656.03
2413,1,100,1,41054.99
2414,1,62,2,23776.59
2415,1,3,1,4195.4
2415,2,59,1,4975.66
2416,1,61,1,651.99
2417,1,66,1,752.13
2417,2,42,1,497.27
2417,3,62,1,164.64
2418,1,20,1,290.53
2418,2,88,1,194.32
2418,3,13,1,488.66
2419,1,8,1,213.22
2419,2,74,1,209.13
2420,1,23,1,6814.79
2421,1,10,1,26252.55
2422,1,48,1,577.13
2423,1,74,2,1650.49
2424,1,70,1,197.81
2425,1,27,1,5854.89
2425,2,29,1,1780.17
2425,3,7,1,1067.04
2426,1,69,2,280.95
2427,1,30,1,106162.74
2427,2,55,1,72214.92
2428,1,66,1,5935.71
2428,2,23,1,6136.81
2429,1,92,1,185757.91
2430,1,72,1,596.21
2431,1,25,1,35325.14
2431,2,32,1,38300.33
2431,3,11,1,31498.66
2432,1,72,1,685.77
2432,2,47,1,523.48
2433,1,25,1,205.35
2433,2,66,1,740.1
2434,1,64,1,451.93
2434,2,72,1,572.75
2434,3,96,1,162.86
2435,1,44,1,243.03
2435,2,90,1,656.29
2435,3,80,1,614.58
2436,1,22,2,516.94
2436,2,95,1,193.21
2436,3,64,1,497.4
2437,1,20,1,234.33
2438,1,81,1,1275.96
2438,2,6,1,4719.83
2438,3,65,1,6259.8
2439,1,94,1,375.01
2439,2,32,1,218.41
2439,3,8,2,233.44
2440,1,65,1,832.69
2441,1,88,1,197.17
2441,2,37,1,495.09
2442,1,20,1,277.02
2442,2,10,1,157.62
2442,3,44,1,237.12
2443,1,78,1,194.27
2444,1,66,1,5438.84
2444,2,31,1,6913.25
2444,3,80,1,5157.82
2445,1,46,2,875.03
2445,2,37,1,493.54
2446,1,72,1,4806.76
2447,1,87,1,169371.35
2448,1,59,1,93442.17
2448,2,12,1,147463.33
2449,1,13,1,3808.04
2450,1,11,1,1509.76
2450,2,9,1,1746.08
2451,1,10,1,171.37
2451,2,13,1,464.76
2451,3,16,2,440.83
2452,1,74,1,211.96
2452,2,85,1,184.97
2452,3,82,1,1157.58
2453,1,67,1,318.6
2453,2,75,1,213.97
2454,1,42,1,4598.28
2455,1,1,1,901.78
2455,2,53,1,855.13
2455,3,4,1,618.99
2456,1,73,2,517.69
2456,2,83,1,241.9
2456,3,40,1,260.44
2457,1,35,1,1111.71
2458,1,4,1,707.41
2459,1,53,1,7362.89
2459,2,9,1,1727.46
2460,1,19,1,813.72
2461,1,34,1,513.48
2461,2,25,1,216.13
2461,3,24,1,532.27
2462,1,55,1,403.38
2462,2,38,1,665.6
2463,1,63,1,940.39
2464,1,84,2,155.97
2464,2,27,1,781.86
2464,3,95,1,217.81
2465,1,52,1,484.95
2465,2,51,1,406.37
2465,3,43,1,568.97
2466,1,98,1,557.87
2466,2,96,1,165.89
2466,3,56,1,759.39
2467,1,49,1,401.97
2467,2,34,2,493.14
2467,3,93,1,709.83
2468,1,39,1,158.41
2468,2,74,1,230.63
2468,3,18,1,227.77
2469,1,73,1,522.68
2469,2,55,1,479.67
2470,1,22,1,79133.26
2470,2,90,1,120206.45
2470,3,45,1,90257.92
2471,1,60,1,6809.26
2471,2,14,1,5900.27
2472,1,82,1,189885.01
2472,2,64,1,86486.04
2472,3,70,1,28857.69
2473,1,5,1,182.48
2473,2,68,2,639.95
2474,1,95,1,183.4
2474,2,57,1,204.27
2474,3,6,1,561.07
2475,1,95,1,1580.21
2476,1,30,1,596.32
2476,2,95,1,194.49
2476,3,78,1,186.65
2477,1,71,1,194.75
2478,1,9,1,194.56
2478,2,72,1,503.94
2478,3,60,1,790.04
2479,1,11,2,165.03
2479,2,67,1,293.6
2479,3,16,1,392.34
2480,1,50,1,961.0
2480,2,68,1,679.58
2481,1,57,2,159.1
2481,2,54,1,451.36
2481,3,14,2,667.42
2482,1,29,1,237.99
2483,1,57,1,202.56
2483,2,9,1,236.3
2483,3,40,1,233.6
2484,1,42,1,638.72
2484,2,73,1,551.91
2484,3,72,1,688.85
2485,1,91,1,574.81
2485,2,55,1,362.8
2485,3,80,1,571.24
2486,1,41,1,167.69
2487,1,1,1,1104.04
2487,2,93,2,767.92
2487,3,13,1,521.87
2488,1,7,1,27759.55
2488,2,83,1,40029.24
2488,3,69,1,46882.05
2489,1,25,1,197.83
2490,1,4,2,715.21
2491,1,49,2,509.03
2491,2,45,1,481.84
2491,3,84,1,147.51
2492,1,74,1,225.95
2492,2,75,1,191.11
2492,3,96,2,216.43
2493,1,21,2,7551.36
2494,1,77,1,220.87
2495,1,91,1,647.32
2495,2,99,2,548.66
2496,1,88,1,172.62
2496,2,23,1,848.0
2496,3,76,1,751.89
2497,1,51,1,468.61
2497,2,53,1,958.13
2498,1,100,1,228.82
2499,1,100,1,220.29
2499,2,66,2,775.79
2500,1,79,1,840.75
2500,2,75,1,200.2
2500,3,53,1,906.85
2501,1,55,1,495.21
2501,2,73,1,490.66
2502,1,97,2,1210.52
2503,1,79,1,849.73
2503,2,74,1,220.33
2503,3,12,1,944.83
2504,1,57,1,1407.95
2505,1,68,1,535.09
2505,2,60,2,688.95
2505,3,88,1,170.01
2506,1,54,1,510.22
2507,1,58,2,425.79
2507,2,87,2,789.52
2507,3,47,1,404.95
2508,1,85,1,33391.36
2508,2,78,1,33246.36
2509,1,97,1,1252.3
2509,2,40,1,1913.58
2510,1,59,1,542.41
2511,1,10,2,1214.29
2512,1,57,1,219.26
2512,2,85,1,216.18
2512,3,7,1,179.95
2513,1,51,1,472.97
2514,1,36,1,76937.24
2514,2,78,1,30391.38
2515,1,75,1,203.4
2515,2,34,2,549.4
2516,1,21,1,886.94
2516,2,64,1,471.52
2517,1,35,2,1112.95
2517,2,95,1,199.63
2518,1,78,1,148.05
2518,2,97,1,139.68
2519,1,3,1,571.13
2519,2,21,1,947.66
2519,3,57,2,203.31
2520,1,95,1,33959.44
2520,2,57,1,35017.7
2520,3,3,1,95946.45
2521,1,2,1,174.74
2521,2,6,1,577.26
2522,1,82,1,8829.45
2522,2,100,1,1910.0
2522,3,47,1,3791.71
2523,1,85,1,1451.37
2523,2,17,1,1245.27
2523,3,88,1,1353.22
2524,1,90,2,741.06
2525,1,46,1,6492.64
2526,1,64,1,606.41
2526,2,42,1,697.24
2527,1,87,1,895.49
2527,2,22,2,535.93
2527,3,45,1,506.5
2528,1,10,1,165.54
2528,2,39,1,175.76
2529,1,81,1,173.54
2529,2,7,2,165.68
2529,3,40,1,260.77
2530,1,47,1,505.66
2530,2,93,1,659.09
2531,1,3,1,520.18
2531,2,50,1,937.46
2532,1,100,1,282.36
2532,2,11,1,197.88
2533,1,35,1,828.13
2534,1,50,2,722.53
2534,2,12,1,720.6
2534,3,67,1,233.92
2535,1,44,1,238.68
2536,1,80,2,582.88
2536,2,93,1,713.59
2537,1,20,1,2300.8
2537,2,88,1,1566.32
2538,1,99,1,528.96
2538,2,40,1,273.03
2539,1,79,1,910.03
2539,2,48,1,573.11
2539,3,25,2,239.1
2540,1,50,1,1007.31
2540,2,23,1,827.71
2541,1,71,1,184.83
2541,2,55,2,565.98
2541,3,15,1,258.7
2542,1,25,1,1641.96
2543,1,56,1,853.48
2543,2,10,1,178.86
2544,1,56,1,141044.31
2545,1,92,1,1111.5
2546,1,56,1,6784.67
2546,2,26,1,3813.81
2547,1,50,1,153354.29
2547,2,76,1,161563.19
2547,3,6,2,93537.96
2548,1,88,1,27228.29
2548,2,28,1,164862.5
2549,1,13,1,84527.28
2549,2,33,2,96988.03
2549,3,26,1,75896.31
2550,1,3,1,85067.69
2551,1,29,1,243.95
2551,2,56,1,968.87
2551,3,84,2,163.16
2552,1,8,1,250.05
2552,2,15,1,246.73
2552,3,51,1,502.81
2553,1,8,1,222.14
2553,2,17,1,165.48
2554,1,94,1,439.9
2555,1,46,1,957.04
2556,1,35,1,1040.16
2556,2,53,1,947.0
2557,1,53,1,919.11
2558,1,52,1,632.32
2559,1,93,1,732.88
2559,2,99,1,503.29
2560,1,46,1,7198.39
2561,1,51,1,472.37
2562,1,44,1,41952.35
2562,2,66,1,123885.07
2563,1,76,1,873.76
2563,2,78,1,220.15
2563,3,44,1,219.98
2564,1,82,1,1153.79
2564,2,53,1,1019.93
2565,1,87,1,6939.02
2565,2,20,1,1947.45
2565,3,59,2,4912.28
2566,1,93,1,745.59
2566,2,4,2,781.67
2567,1,23,1,874.11
2568,1,69,1,298.15
2569,1,30,1,523.52
2569,2,98,1,626.44
2570,1,32,1,210.96
2571,1,77,1,181.35
2571,2,100,1,247.37
2571,3,53,1,718.88
2572,1,4,1,727.65
2572,2,82,1,1118.93
2572,3,33,1,666.17
2573,1,23,1,830.53
2573,2,95,2,193.15
2574,1,2,1,187.51
2574,2,46,1,981.87
2575,1,35,2,8219.98
2575,2,61,1,4782.9
2575,3,63,1,7579.72
2576,1,27,1,831.8
2576,2,95,1,186.55
2577,1,97,1,148.51
2577,2,48,1,592.03
2577,3,98,1,613.15
2578,1,77,1,202.36
2578,2,100,2,250.96
2579,1,98,2,717.56
2579,2,68,1,641.28
2580,1,53,1,1001.61
2581,1,76,1,769.23
2581,2,98,1,553.94
2582,1,98,1,125668.65
2582,2,19,1,140132.12
2583,1,25,1,1763.2
2583,2,62,1,1133.14
2583,3,52,1,4318.14
2584,1,87,1,978.29
2584,2,48,2,522.01
2585,1,92,1,175202.42
2586,1,79,2,925.95
2586,2,81,1,200.47
2586,3,27,1,841.74
2587,1,85,1,1399.18
2587,2,59,1,4374.45
2587,3,83,2,1862.6
2588,1,14,1,919.73
2588,2,93,1,808.33
2589,1,58,1,4034.34
2589,2,77,1,1445.11
2589,3,28,1,6274.55
2590,1,94,1,74411.36
2590,2,45,1,82215.6
2591,1,32,1,1665.82
2592,1,69,1,262.5
2592,2,49,1,462.34
2592,3,55,1,453.95
2593,1,71,1,183.84
2593,2,95,2,201.13
2593,3,28,1,845.81
2594,1,82,1,954.24
2594,2,93,2,564.07
2594,3,29,1,204.54
2595,1,46,1,945.22
2596,1,75,1,208.93
2596,2,97,1,166.84
2596,3,12,1,832.08
2597,1,9,1,257.87
2597,2,1,1,855.86
2597,3,45,1,524.36
2598,1,27,2,793.51
2598,2,40,1,264.46
2598,3,22,2,555.81
2599,1,52,2,600.27
2599,2,4,1,640.46
2600,1,83,1,252.99
2601,1,31,1,6143.67
2602,1,80,1,111165.04
2602,2,88,1,31318.32
2603,1,81,1,147.4
2604,1,56,2,933.03
2604,2,86,1,206.31
2604,3,50,1,930.88
2605,1,45,1,553.51
2605,2,13,1,455.91
2606,1,52,1,541.51
2607,1,2,1,205.11
2607,2,69,1,299.91
2608,1,78,2,188.48
2608,2,24,1,436.8
2608,3,90,1,626.74
2609,1,10,2,139.69
2609,2,77,1,184.59
2609,3,68,2,502.38
2610,1,71,1,188.74
2610,2,61,1,606.37
2610,3,78,2,210.53
2611,1,43,1,6188.88
2611,2,21,2,7600.2
2612,1,85,1,34472.16
2613,1,30,1,108035.59
2613,2,9,2,38647.49
2614,1,53,1,839.74
2614,2,71,1,146.3
2615,1,97,2,1243.89
2615,2,57,2,1759.45
2616,1,81,1,193.37
2616,2,76,1,995.04
2616,3,94,1,455.94
2617,1,39,2,167.56
2617,2,96,1,224.86
2618,1,24,1,547.78
2618,2,63,1,1019.86
2618,3,73,1,524.48
2619,1,37,1,3731.9
2619,2,98,2,5237.01
2620,1,37,1,3670.96
2620,2,56,1,6926.73
2620,3,49,1,3875.45
2621,1,67,1,51319.67
2622,1,22,1,493.72
2623,1,25,1,212.35
2624,1,54,2,95571.41
2625,1,25,1,1588.99
2626,1,35,1,954.15
2626,2,91,1,552.52
2627,1,70,1,186.53
2627,2,61,1,582.1
2627,3,100,1,267.94
2628,1,82,1,1095.21
2629,1,86,1,213.1
2629,2,25,2,222.29
2630,1,34,1,96682.15
2630,2,53,1,175001.03
2631,1,41,1,177.9
2631,2,67,1,290.22
2632,1,18,2,193.23
2633,1,24,2,555.98
2633,2,88,1,169.68
2634,1,21,1,905.22
2635,1,95,2,1481.12
2636,1,83,1,231.85
2637,1,62,1,147.49
2637,2,36,1,403.53
2637,3,21,1,980.39
2638,1,58,1,544.7
2638,2,83,1,240.16
2638,3,51,1,447.4
2639,1,34,1,617.06
2640,1,2,1,193.33
2640,2,76,2,883.28
2641,1,45,1,420.91
2641,2,64,1,464.88
2641,3,99,1,530.06
2642,1,60,1,695.86
2643,1,26,1,412.15
2644,1,51,1,494.22
2644,2,54,1,491.63
2644,3,48,1,647.99
2645,1,6,1,565.88
2645,2,40,1,271.0
2646,1,97,1,162.22
2646,2,7,1,143.17
2646,3,94,2,430.15
2647,1,61,1,92349.07
2648,1,26,1,489.49
2648,2,93,1,751.72
2648,3,43,1,875.68
2649,1,100,1,270.26
2649,2,7,2,177.15
2650,1,4,1,5449.3
2651,1,78,1,33933.3
2651,2,16,1,75592.66
2652,1,74,1,211.84
2652,2,83,1,230.11
2652,3,33,1,585.93
2653,1,54,1,505.83
2653,2,87,1,1018.67
2653,3,55,1,461.13
2654,1,26,1,409.01
2654,2,27,1,615.17
2655,1,8,1,251.76
2655,2,57,1,219.66
2655,3,62,1,162.88
2656,1,11,2,1496.88
2656,2,60,1,5899.93
2656,3,87,1,7753.7
2657,1,50,1,689.33
2657,2,7,1,129.6
2657,3,99,1,453.9
2658,1,28,1,136645.31
2658,2,19,1,138538.55
2658,3,5,2,30527.35
2659,1,13,1,3818.85
2659,2,69,2,1995.99
2660,1,47,1,3491.65
2660,2,36,1,3002.99
2660,3,52,1,4604.79
2661,1,67,1,282.87
2661,2,77,1,223.04
2661,3,6,1,572.2
2662,1,11,1,29039.46
2662,2,57,1,38491.3
2662,3,67,2,50543.72
2663,1,99,1,615.39
2664,1,57,1,182.42
2664,2,37,1,450.05
2664,3,54,1,534.9
2665,1,31,2,716.34
2665,2,41,1,136.53
2665,3,77,2,170.94
2666,1,14,1,140390.88
2667,1,73,1,565.48
2667,2,24,1,587.92
2668,1,90,1,675.55
2668,2,22,1,525.02
2669,1,73,2,82139.47
2669,2,42,1,99490.37
2670,1,69,1,253.91
2671,1,40,1,251.01
2671,2,60,1,807.27
2671,3,70,2,198.55
2672,1,82,2,1092.06
2672,2,11,1,183.41
2673,1,36,1,495.63
2673,2,41,1,174.9
2673,3,52,1,656.27
2674,1,68,1,4551.08
2674,2,9,1,1627.6
2674,3,35,1,7193.05
2675,1,70,1,1140.61
2675,2,63,1,7397.81
2676,1,57,1,204.98
2677,1,89,1,1534.18
2677,2,69,1,2314.05
2678,1,34,2,558.82
2679,1,10,1,173.34
2680,1,14,1,767.7
2680,2,80,1,672.05
2680,3,20,1,291.18
2681,1,27,1,744.35
2682,1,46,1,151915.88
2682,2,29,1,41250.34
2683,1,69,1,2161.59
2684,1,91,1,564.68
2684,2,24,1,438.11
2685,1,23,1,849.74
2685,2,69,1,284.3
2686,1,43,2,5411.56
2687,1,66,1,5756.02
2687,2,88,1,1436.04
2688,1,49,1,547.07
2689,1,73,1,86015.41
2690,1,93,1,659.9
2690,2,92,1,1159.76
2691,1,23,2,836.02
2691,2,53,2,1026.71
2691,3,51,1,536.44
2692,1,35,1,8126.57
2692,2,32,1,1821.8
2692,3,62,1,1294.03
2693,1,58,1,500.81
2693,2,64,1,462.61
2694,1,21,1,986.04
2694,2,15,1,229.95
2694,3,48,1,548.93
2695,1,95,1,206.38
2695,2,17,1,147.08
2695,3,79,1,864.39
2696,1,96,1,174.99
2696,2,65,1,745.83
2696,3,17,1,131.57
2697,1,80,2,5019.25
2698,1,51,1,84215.21
2698,2,52,1,94104.4
2698,3,2,1,34205.04
2699,1,18,1,1660.83
2699,2,56,1,6604.64
2699,3,31,1,6017.4
2700,1,65,1,6801.96
2701,1,62,1,176.53
2702,1,10,1,25354.88
2702,2,92,1,184613.74
2702,3,22,1,92487.23
2703,1,68,2,674.57
2703,2,21,2,891.16
2703,3,95,1,184.92
2704,1,41,1,168.97
2704,2,66,1,822.01
2704,3,1,1,1132.76
2705,1,75,2,215.51
2705,2,67,1,302.03
2705,3,26,1,532.61
2706,1,4,1,621.39
2707,1,30,1,573.68
2707,2,45,1,356.6
2707,3,18,1,179.29
2708,1,22,2,628.35
2708,2,19,1,843.38
2709,1,98,2,733.22
2709,2,67,2,316.12
2710,1,92,1,8512.61
2710,2,85,1,1556.25
2710,3,31,1,6839.79
2711,1,81,1,170.85
2711,2,94,1,467.8
2711,3,36,1,402.46
2712,1,94,1,463.21
2712,2,76,1,979.85
2712,3,77,1,190.64
2713,1,2,2,182.77
2714,1,24,1,525.61
2715,1,70,1,30044.33
2715,2,47,2,77225.72
2715,3,86,1,36039.32
2716,1,53,1,934.95
2717,1,78,2,31502.28
2717,2,48,2,99802.81
2718,1,100,1,252.42
2719,1,83,1,215.64
2720,1,88,1,174.57
2720,2,53,1,1034.2
2721,1,24,2,545.01
2721,2,2,1,219.82
2721,3,37,1,474.99
2722,1,92,1,1068.68
2722,2,62,1,178.94
2723,1,42,2,598.85
2723,2,99,1,597.63
2723,3,75,2,194.28
2724,1,88,1,185.71
2725,1,40,2,277.65
2725,2,81,1,169.14
2725,3,79,1,937.2
2726,1,14,1,129122.03
2727,1,17,1,168.08
2727,2,8,1,215.61
2728,1,75,1,1558.94
2729,1,22,1,482.1
2729,2,26,1,381.26
2730,1,37,1,79121.79
2730,2,70,1,28987.62
2730,3,31,1,137337.08
2731,1,72,1,599.5
2731,2,44,2,216.79
2731,3,78,1,190.35
2732,1,58,1,540.63
2732,2,2,1,179.1
2732,3,51,1,419.7
2733,1,27,1,673.8
2734,1,92,1,1223.07
2735,1,31,1,844.14
2736,1,74,2,1552.07
2736,2,62,1,1186.16
2737,1,7,1,1108.93
2737,2,27,1,4923.27
2737,3,74,1,1717.38
2738,1,27,1,847.44
2738,2,12,1,817.89
2739,1,33,1,612.31
2740,1,42,2,506.73
2740,2,4,1,636.49
2740,3,1,2,870.14
2741,1,78,1,207.57
2742,1,2,1,209.67
2742,2,96,2,225.52
2742,3,7,1,165.06
2743,1,100,1,266.51
2743,2,74,1,210.26
2744,1,14,1,895.8
2744,2,93,1,729.03
2744,3,24,1,515.94
2745,1,5,1,183.3
2745,2,11,1,205.07
2745,3,60,2,787.91
2746,1,100,1,261.89
2747,1,32,1,1681.43
2747,2,3,1,4532.93
2748,1,79,1,935.97
2748,2,5,1,170.58
2749,1,41,1,1248.35
2749,2,5,2,1322.28
2750,1,99,1,103522.0
2751,1,49,1,426.93
2751,2,43,1,699.54
2751,3,75,1,170.34
2752,1,88,1,1445.84
2752,2,71,1,1316.42
2753,1,28,1,942.16
2753,2,56,1,887.52
2754,1,76,1,920.32
2754,2,36,2,390.68
2755,1,66,1,729.39
2756,1,88,1,194.89
2756,2,12,1,770.85
2756,3,45,1,518.2
2757,1,75,2,231.95
2758,1,87,1,7090.29
2758,2,63,1,7842.98
2759,1,22,1,468.53
2760,1,72,1,115751.17
2761,1,77,1,213.55
2761,2,94,1,418.37
2762,1,9,2,1791.19
2762,2,91,2,4585.69
2762,3,35,1,7894.38
2763,1,98,1,4473.3
2763,2,35,2,7702.78
2764,1,85,1,1565.61
2765,1,73,1,464.4
2765,2,81,1,152.27
2765,3,13,1,398.97
2766,1,46,1,981.87
2766,2,60,1,716.93
2767,1,5,1,177.59
2767,2,53,1,1016.42
2767,3,90,1,702.63
2768,1,84,1,182.42
2768,2,17,2,156.32
2768,3,88,1,187.76
2769,1,73,2,474.72
2769,2,31,1,733.97
2769,3,77,1,171.71
2770,1,14,2,937.38
2770,2,51,1,478.89
2770,3,76,1,882.79
2771,1,92,1,1001.77
2771,2,80,1,596.1
2771,3,28,1,774.99
2772,1,39,2,152.98
2772,2,98,1,693.22
2773,1,81,2,170.64
2773,2,35,1,1102.34
2773,3,50,1,942.28
2774,1,67,1,2145.52
2774,2,84,1,1178.79
2775,1,40,1,267.75
2776,1,76,1,971.83
2777,1,8,1,216.36
2778,1,45,1,408.44
2778,2,9,1,195.87
2779,1,98,2,769.72
2780,1,39,1,25532.91
2780,2,3,1,93361.54
2781,1,88,1,208.38
2781,2,44,2,265.88
2782,1,94,1,71610.19
2783,1,58,1,4682.8
2783,2,69,1,1969.67
2784,1,97,1,170.13
2784,2,68,1,642.97
2785,1,96,1,229.85
2785,2,14,1,848.89
2785,3,98,1,710.56
2786,1,55,1,3793.78
2787,1,11,1,165.25
2787,2,78,1,148.62
2788,1,9,1,237.15
2788,2,24,1,566.19
2789,1,20,1,293.9
2789,2,67,1,284.93
2789,3,21,1,928.48
2790,1,53,1,840.27
2790,2,64,1,481.01
2791,1,44,1,220.47
2792,1,9,1,209.18
2792,2,48,1,481.43
2792,3,93,2,629.52
2793,1,5,1,31479.37
2794,1,95,1,201.45
2795,1,59,1,751.27
2796,1,44,1,228.8
2797,1,20,2,2290.83
2797,2,73,1,3989.55
2798,1,36,1,457.65
2799,1,7,1,148.26
2799,2,79,1,810.54
2799,3,68,2,609.12
2800,1,26,1,3389.19
2801,1,44,1,209.65
2802,1,62,1,1322.19
2802,2,81,1,1385.93
2803,1,37,1,3550.5
2803,2,64,1,4195.88
2804,1,38,1,830.86
2804,2,47,2,457.44
2805,1,2,1,33574.36
2805,2,77,1,33489.48
2805,3,40,1,42508.83
2806,1,76,2,7531.88
2807,1,51,1,526.75
2807,2,22,1,604.05
2808,1,70,1,205.98
2809,1,1,1,175181.82
2810,1,62,2,160.47
2810,2,41,2,180.11
2810,3,40,1,260.76
2811,1,7,1,155.05
2811,2,26,1,465.19
2812,1,84,1,143.02
2812,2,60,1,796.16
2812,3,36,1,414.02
2813,1,75,2,33009.12
2814,1,8,1,195.27
2814,2,86,1,187.77
2815,1,78,1,1442.56
2815,2,87,1,7067.89
2815,3,100,1,2051.58
2816,1,93,1,130529.77
2816,2,7,1,28773.01
2817,1,29,1,231.8
2817,2,60,1,725.41
2817,3,43,1,706.02
2818,1,95,1,217.68
2818,2,99,1,610.61
2818,3,46,1,962.62
2819,1,14,1,858.01
2819,2,87,1,950.17
2819,3,91,1,587.85
2820,1,32,1,243.92
2820,2,13,1,484.81
2820,3,93,1,620.1
2821,1,67,1,43974.09
2821,2,28,1,140083.1
2822,1,48,1,580.77
2823,1,98,1,101049.57
2823,2,61,1,88618.03
2824,1,88,1,1331.18
2825,1,54,1,539.25
2826,1,11,1,193.08
2827,1,37,1,377.41
2827,2,66,1,664.65
2828,1,25,1,236.07
2828,2,4,1,681.22
2828,3,64,1,575.79
2829,1,11,2,1387.4
2830,1,9,1,238.53
2830,2,43,1,787.31
2830,3,41,2,163.43
2831,1,32,1,222.56
2831,2,39,1,150.38
2831,3,77,2,228.35
2832,1,14,2,124204.3
2832,2,48,1,101161.26
2832,3,47,1,87898.39
2833,1,12,1,811.41
2834,1,89,2,176.73
2834,2,19,1,708.35
2834,3,38,1,636.87
2835,1,51,1,450.97
2835,2,48,2,555.71
2836,1,35,1,8123.08
2837,1,87,2,898.2
2837,2,16,1,331.05
2838,1,16,1,410.89
2838,2,84,1,148.1
2838,3,36,1,465.73
2839,1,73,1,464.51
2840,1,25,1,228.92
2841,1,10,1,187.44
2841,2,31,2,875.18
2842,1,47,1,72917.51
2842,2,14,1,155714.17
2842,3,55,1,67943.23
2843,1,18,1,34825.11
2843,2,32,2,39085.56
2843,3,7,1,25498.02
2844,1,12,1,6898.79
2844,2,39,1,1218.41
2845,1,3,1,4061.03
2846,1,92,1,1114.67
2846,2,31,1,873.65
2847,1,11,1,171.97
2847,2,12,1,868.3
2848,1,99,1,582.46
2848,2,37,1,509.31
2848,3,1,1,986.74
2849,1,7,1,155.37
2850,1,40,2,40212.62
2850,2,85,1,34927.39
2851,1,50,1,6233.53
2852,1,50,1,7314.8
2852,2,6,1,4237.06
2853,1,1,1,188793.0
2853,2,60,2,146653.91
2853,3,100,1,42918.78
2854,1,60,1,830.16
2854,2,19,2,795.58
2854,3,47,1,497.98
2855,1,21,1,1034.2
2855,2,71,1,167.64
2856,1,19,1,940.72
2857,1,74,1,206.98
2857,2,44,1,231.73
2858,1,11,2,190.29
2858,2,63,1,909.35
2859,1,67,1,289.02
2859,2,88,1,179.37
2859,3,51,1,495.18
2860,1,7,1,127.89
2861,1,97,1,154.28
2862,1,75,1,1667.14
2862,2,66,1,6102.53
2863,1,9,2,216.51
2863,2,14,1,752.15
2864,1,25,1,223.99
2864,2,84,1,163.69
2865,1,87,1,8329.19
2865,2,32,1,1566.5
2865,3,69,1,2173.76
2866,1,88,1,28920.4
2866,2,2,1,30767.77
2866,3,81,1,29194.1
2867,1,33,1,4290.68
2867,2,15,1,1901.04
2867,3,66,1,6124.01
2868,1,80,2,674.17
2869,1,97,1,141.52
2870,1,52,1,670.76
2870,2,89,1,207.12
2870,3,90,1,690.07
2871,1,83,2,243.75
2871,2,36,1,458.22
2872,1,7,1,150.83
2873,1,78,1,189.13
2874,1,89,1,34124.42
2874,2,92,1,188439.42
2874,3,88,1,27847.14
